log_level,message,Drain_cluster_id,KMeans_cluster_id,template
INFO,processed session termination for sessionid: 0x14ed93111f2003f,16,6,processed session termination for sessionid: <*>
INFO,closed socket connection for client /10.10.34.28:37304 which had sessionid 0x24ed9311942004f,7,33,closed socket connection for client /<NUM>.<NUM>.<NUM>.<NUM>:<NUM> which had sessionid <*>
INFO,processed session termination for sessionid: 0x34ed9ac1c1e0021,16,24,processed session termination for sessionid: <*>
INFO,"expiring session 0x34ed9ac1c1e002b, timeout of 10000ms exceeded",17,40,expiring session <*> timeout of 10000ms exceeded
INFO,processed session termination for sessionid: 0x14ed93111f20046,16,6,processed session termination for sessionid: <*>
INFO,processed session termination for sessionid: 0x34ed9ac1c1e0030,16,24,processed session termination for sessionid: <*>
INFO,accepted socket connection from /10.10.34.35:38016,11,18,accepted socket connection from /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
INFO,processed session termination for sessionid: 0x14ed93111f2004f,16,6,processed session termination for sessionid: <*>
INFO,client attempting to establish new session at /10.10.34.11:53468,9,11,client attempting to <*> <*> <*> at /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
INFO,"expiring session 0x34ed9ac1c1e0033, timeout of 10000ms exceeded",17,40,expiring session <*> timeout of 10000ms exceeded
INFO,processed session termination for sessionid: 0x14ed93111f20050,16,24,processed session termination for sessionid: <*>
WARN,connection request from old client /10.10.34.12:54643; will be dropped if server is in r-o mode,13,10,connection request from old client /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>; will be dropped if server is in r-o mode
INFO,accepted socket connection from /10.10.34.17:46387,11,27,accepted socket connection from /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
INFO,accepted socket connection from /10.10.34.11:48701,11,18,accepted socket connection from /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
INFO,"expiring session 0x14ed93111f20068, timeout of 20000ms exceeded",17,40,expiring session <*> timeout of <*> exceeded
INFO,processed session termination for sessionid: 0x24ed93119420073,16,24,processed session termination for sessionid: <*>
INFO,closed socket connection for client /10.10.34.13:37335 which had sessionid 0x24ed93119420065,7,33,closed socket connection for client /<NUM>.<NUM>.<NUM>.<NUM>:<NUM> which had sessionid <*>
INFO,closed socket connection for client /10.10.34.11:53520 which had sessionid 0x24ed9311942005f,7,33,closed socket connection for client /<NUM>.<NUM>.<NUM>.<NUM>:<NUM> which had sessionid <*>
WARN,caught end of stream exception,8,9,caught end of stream exception
INFO,processed session termination for sessionid: 0x34ed9ac1c1e005e,16,24,processed session termination for sessionid: <*>
INFO,established session 0x24ed9311942007e with negotiated timeout 10000 for client /10.10.34.12:54673,10,7,established session <*> with negotiated timeout <NUM> for client /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
INFO,"expiring session 0x34ed9ac1c1e0065, timeout of 20000ms exceeded",17,40,expiring session <*> timeout of <*> exceeded
INFO,closed socket connection for client /10.10.34.11:53857 which had sessionid 0x24ed93119420082,7,14,closed socket connection for client /<NUM>.<NUM>.<NUM>.<NUM>:<NUM> which had sessionid <*>
WARN,caught end of stream exception,8,9,caught end of stream exception
INFO,accepted socket connection from /10.10.34.11:54078,11,18,accepted socket connection from /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
INFO,accepted socket connection from /10.10.34.18:40006,11,18,accepted socket connection from /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
INFO,established session 0x24ed9311942008c with negotiated timeout 10000 for client /10.10.34.18:40006,10,7,established session <*> with negotiated timeout <NUM> for client /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
INFO,established session 0x24ed93119420091 with negotiated timeout 10000 for client /10.10.34.40:47629,10,7,established session <*> with negotiated timeout <NUM> for client /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
INFO,accepted socket connection from /10.10.34.11:54134,11,18,accepted socket connection from /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
WARN,caught end of stream exception,8,9,caught end of stream exception
INFO,processed session termination for sessionid: 0x24ed93119420094,16,24,processed session termination for sessionid: <*>
WARN,caught end of stream exception,8,9,caught end of stream exception
INFO,processed session termination for sessionid: 0x34ed9ac1c1e0081,16,24,processed session termination for sessionid: <*>
INFO,processed session termination for sessionid: 0x34ed9ac1c1e0080,16,24,processed session termination for sessionid: <*>
WARN,caught end of stream exception,8,9,caught end of stream exception
INFO,"expiring session 0x34ed9ac1c1e007f, timeout of 10000ms exceeded",17,40,expiring session <*> timeout of <*> exceeded
INFO,"expiring session 0x24ed9311942008e, timeout of 10000ms exceeded",17,40,expiring session <*> timeout of <*> exceeded
INFO,processed session termination for sessionid: 0x34ed9ac1c1e007a,16,24,processed session termination for sessionid: <*>
INFO,processed session termination for sessionid: 0x34ed9ac1c1e0078,16,24,processed session termination for sessionid: <*>
INFO,established session 0x24ed931194200a4 with negotiated timeout 10000 for client /10.10.34.32:39275,10,7,established session <*> with negotiated timeout <NUM> for client /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
INFO,established session 0x24ed931194200a7 with negotiated timeout 10000 for client /10.10.34.36:45209,10,7,established session <*> with negotiated timeout <NUM> for client /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
INFO,processed session termination for sessionid: 0x34ed9ac1c1e0085,16,24,processed session termination for sessionid: <*>
INFO,closed socket connection for client /10.10.34.21:51262 which had sessionid 0x24ed931194200a0,7,33,closed socket connection for client /<NUM>.<NUM>.<NUM>.<NUM>:<NUM> which had sessionid <*>
WARN,caught end of stream exception,8,9,caught end of stream exception
INFO,processed session termination for sessionid: 0x14ed93111f200a7,16,6,processed session termination for sessionid: <*>
INFO,"expiring session 0x14ed93111f2009f, timeout of 10000ms exceeded",17,40,expiring session <*> timeout of <*> exceeded
INFO,processed session termination for sessionid: 0x34ed9ac1c1e0083,16,24,processed session termination for sessionid: <*>
INFO,established session 0x24ed931194200af with negotiated timeout 10000 for client /10.10.34.16:56646,10,7,established session <*> with negotiated timeout <NUM> for client /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
WARN,connection request from old client /10.10.34.30:60436; will be dropped if server is in r-o mode,13,10,connection request from old client /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>; will be dropped if server is in r-o mode
INFO,"expiring session 0x34ed9ac1c1e008f, timeout of 10000ms exceeded",17,40,expiring session <*> timeout of <*> exceeded
INFO,"expiring session 0x24ed931194200ad, timeout of 10000ms exceeded",17,40,expiring session <*> timeout of <*> exceeded
INFO,"expiring session 0x14ed93111f200d2, timeout of 10000ms exceeded",17,40,expiring session <*> timeout of <*> exceeded
INFO,processed session termination for sessionid: 0x34ed9ac1c1e00ae,16,24,processed session termination for sessionid: <*>
INFO,client attempting to establish new session at /10.10.34.13:37600,9,11,client attempting to <*> <*> <*> at /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
WARN,connection request from old client /10.10.34.11:58424; will be dropped if server is in r-o mode,13,10,connection request from old client /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>; will be dropped if server is in r-o mode
INFO,client attempting to establish new session at /10.10.34.11:52866,9,11,client attempting to <*> <*> <*> at /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
WARN,caught end of stream exception,8,9,caught end of stream exception
INFO,received connection request /10.10.34.13:33209,2,22,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
WARN,caught end of stream exception,8,9,caught end of stream exception
WARN,caught end of stream exception,8,9,caught end of stream exception
INFO,established session 0x24ede63a01b000a with negotiated timeout 10000 for client /10.10.34.13:52286,10,7,established session <*> with negotiated timeout <NUM> for client /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
INFO,closed socket connection for client /10.10.34.20:49010 which had sessionid 0x24ede63a01b000e,7,14,closed socket connection for client /<NUM>.<NUM>.<NUM>.<NUM>:<NUM> which had sessionid <*>
INFO,client attempting to establish new session at /10.10.34.11:53422,9,11,client attempting to <*> <*> <*> at /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
INFO,established session 0x24ede63a01b0027 with negotiated timeout 10000 for client /10.10.34.13:52301,10,7,established session <*> with negotiated timeout <NUM> for client /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
INFO,established session 0x24ede63a01b002a with negotiated timeout 20000 for client /10.10.34.11:54338,10,7,established session <*> with negotiated timeout <NUM> for client /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
INFO,accepted socket connection from /10.10.34.13:52310,11,18,accepted socket connection from /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
INFO,client attempting to establish new session at /10.10.34.11:54576,9,11,client attempting to <*> <*> <*> at /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
WARN,caught end of stream exception,8,9,caught end of stream exception
INFO,established session 0x24ede63a01b006c with negotiated timeout 10000 for client /10.10.34.40:47637,10,7,established session <*> with negotiated timeout <NUM> for client /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
INFO,starting quorum peer,35,19,starting quorum peer
,"2015-07-30 23:46:31,590 - info  [quorumpeer[myid=2]/0:0:0:0:0:0:0:0:2181:filetxnsnaplog@240] - snapshotting: 0x300000dcd to /var/lib/zookeeper/version-2/snapshot.300000dcd",1,30,"<NUM>-<NUM>-<NUM> <NUM>:<NUM>:<NUM>,<NUM> - info <*> - <*> <*> <*> <*>"
INFO,client attempting to establish new session at /10.10.34.35:59458,9,11,client attempting to <*> <*> <*> at /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
INFO,closed socket connection for client /10.10.34.37:32918 which had sessionid 0x24edfaa8717000c,7,14,closed socket connection for client /<NUM>.<NUM>.<NUM>.<NUM>:<NUM> which had sessionid <*>
INFO,"expiring session 0x34edfaa9c22000d, timeout of 10000ms exceeded",17,40,expiring session <*> timeout of <*> exceeded
INFO,"expiring session 0x24edfaa87170002, timeout of 10000ms exceeded",17,40,expiring session <*> timeout of <*> exceeded
WARN,connection request from old client /10.10.34.12:54126; will be dropped if server is in r-o mode,13,10,connection request from old client /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>; will be dropped if server is in r-o mode
INFO,client attempting to establish new session at /10.10.34.11:57796,9,11,client attempting to <*> <*> <*> at /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
INFO,established session 0x24edfaa87170018 with negotiated timeout 10000 for client /10.10.34.21:42521,10,7,established session <*> with negotiated timeout <NUM> for client /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
INFO,"expiring session 0x24edfaa87170010, timeout of 10000ms exceeded",17,40,expiring session <*> timeout of <*> exceeded
INFO,closed socket connection for client /10.10.34.24:45152 which had sessionid 0x24edfaa8717001a,7,33,closed socket connection for client /<NUM>.<NUM>.<NUM>.<NUM>:<NUM> which had sessionid <*>
INFO,processed session termination for sessionid: 0x14edfaa86f60019,16,24,processed session termination for sessionid: <*>
INFO,accepted socket connection from /10.10.34.12:54230,11,18,accepted socket connection from /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
INFO,accepted socket connection from /10.10.34.34:56149,11,27,accepted socket connection from /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
INFO,"expiring session 0x34edfaa9c220022, timeout of 10000ms exceeded",17,40,expiring session <*> timeout of <*> exceeded
INFO,processed session termination for sessionid: 0x14edfaa86f6002d,16,6,processed session termination for sessionid: <*>
INFO,processed session termination for sessionid: 0x24edfaa8717002d,16,24,processed session termination for sessionid: <*>
INFO,"expiring session 0x14edfaa86f6002a, timeout of 10000ms exceeded",17,40,expiring session <*> timeout of <*> exceeded
INFO,closed socket connection for client /10.10.34.13:45817 which had sessionid 0x24edfaa87170022,7,33,closed socket connection for client /<NUM>.<NUM>.<NUM>.<NUM>:<NUM> which had sessionid <*>
INFO,client attempting to establish new session at /10.10.34.12:54235,9,11,client attempting to <*> <*> <*> at /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
WARN,caught end of stream exception,8,9,caught end of stream exception
INFO,closed socket connection for client /10.10.34.12:54237 which had sessionid 0x24edfaa87170035,7,33,closed socket connection for client /<NUM>.<NUM>.<NUM>.<NUM>:<NUM> which had sessionid <*>
INFO,"expiring session 0x14edfaa86f60031, timeout of 10000ms exceeded",17,40,expiring session <*> timeout of <*> exceeded
WARN,connection request from old client /10.10.34.30:55417; will be dropped if server is in r-o mode,13,10,connection request from old client /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>; will be dropped if server is in r-o mode
